"","plot","species","year","abundance","SLA","Height","Seed_mass"
"1","A1","Allium ursinum",2022,1,37.25,0.31875,5.31833333333333
"2","A1","Cotoneaster franchetii",2022,1,10.073,3,15.26999
"3","A1","Epilobium hirsutum",2022,1,26.2435548666667,1.02145454545455,0.101333333333333
"4","A1","Pentaglottis sempervirens",2022,2,25.302,0.51,NA
"5","A1","Pittosporum tenuifolium",2022,1,NA,NA,11.9788888888889
"6","A1","Tellima grandiflora",2022,2,34.602368,0.733333333333333,0.0384712
"7","A1","Viburnum tinus",2022,1,8.45900085106383,6,47.665
"8","A10","Linaria purpurea",2022,1,16.42,0.48,0.133
"9","A10","Trifolium incarnatum",2022,1,27.1059563333333,0.3705,3.1625522
"10","A2","Pentaglottis sempervirens",2022,1,25.302,0.51,NA
"11","A4","Acanthus spinosus",2022,1,NA,NA,NA
"12","A4","Aesculus hippocastanum",2022,1,10.960002739726,23.8,13737.6212314286
"13","A4","Cardamine pratensis",2022,1,22.993097899,0.327857142857143,0.6
"14","A4","Carpinus betulus",2022,1,18.3502673,10.5819047619048,43.0352868333333
"15","A4","Glechoma hederacea",2022,1,35.1604444414286,0.2425,0.69
"16","A5","Galium odoratum",2022,2,61.5157142857143,0.225,5.35
"17","A5","Thuja plicata",2023,1,3.83877159309021e-06,16.715481004848,1.404157
"18","A6","Adoxa moschatellina",2022,1,38.45,0.0725,95.315
"19","A7","Alliaria petiolata",2023,1,47.0135,0.561111111111111,2.70525
"20","A7","Allium ursinum",2023,1,37.25,0.31875,5.31833333333333
"21","A7","Anemone nemorosa",2023,1,28.3736363636364,0.170555555555556,3.89666666666667
"22","A7","Cardamine pratensis",2022,1,22.993097899,0.327857142857143,0.6
"23","A7","Carex pendula",2023,1,13.3,0.5,0.665
"24","A7","Euphorbia amygdaloides",2023,1,24.212,0.356666666666667,2.25
"25","A7","Hyacinthoides non-scripta",2023,1,21.2333333333333,0.2175,5.76375
"26","A7","Lamium purpureum",2023,1,38.1315923076923,0.2798529,0.8110245
"27","A7","Ruscus aculeatus",2022,1,13.7566666666667,NA,NA
"28","A9","Bellis perennis",2023,1,27.9817033727273,0.0685248571428571,0.1287879
"29","B1","Rabelera holostea",2022,1,NA,NA,NA
"30","B2","Ajuga reptans",2022,1,33.30081319,0.152125,1.47
"31","B2","Caltha palustris",2022,1,40.0352288608696,0.2625,1.1025
"32","B2","Cardamine pratensis",2022,2,22.993097899,0.327857142857143,0.6
"33","B2","Dioscorea communis",2023,1,30.3,2.1875,19.706
"34","B2","Hyacinthoides non-scripta",2022,2,21.2333333333333,0.2175,5.76375
"35","B2","Lamium galeobdolon",2022,1,NA,NA,NA
"36","B3","Stellaria graminea",2022,1,32.70140609,0.2949,0.2715
"37","B6","Pulicaria dysenterica",2023,1,30.55,0.45,NA
"38","B7","Solanum dulcamara",2022,1,33.3669708333333,1.18181818181818,26.48972325
"39","C10","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525
"40","C10","Ligustrum vulgare",2022,1,10.9346673326673,3.46428571428571,21.1269478333333
"41","C4","Cardamine pratensis",2022,1,22.993097899,0.327857142857143,0.6
"42","C4","Plantago lanceolata",2023,1,19.2313444539735,0.2055435,1.5269752195122
"43","C5","Argentina anserina",2023,1,NA,NA,NA
"44","C5","Convolvulus arvensis",2022,1,28.7391532318519,0.207454545454545,18.3766666666667
"45","C5","Cruciata laevipes",2022,1,27.1873333333333,0.3,NA
"46","C5","Euonymus europaeus",2022,2,11.9097622955523,3.36315789473684,34.3068753846154
"47","C5","Lysimachia arvensis",2023,1,NA,NA,NA
"48","C5","Mercurialis perennis",2022,1,25.6833333333333,0.244444444444444,5.82333333333333
"49","C5","Odontites vulgaris",2022,1,14.05515407,NA,NA
"50","C5","Torminalis glaberrima",2023,1,NA,NA,NA
"51","C6","Agrimonia eupatoria",2023,1,18.69215021375,0.313560606060909,7.6941
"52","C6","Ajuga reptans",2023,1,33.30081319,0.152125,1.47
"53","C6","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525
"54","C6","Arum maculatum",2022,1,33.26,0.259166666666667,119.706
"55","C6","Prunus spinosa",2023,1,13.6342957207919,2.308,199.474305176471
"56","C6","Pulicaria dysenterica",2023,1,30.55,0.45,NA
"57","C6","Pulicaria vulgaris",2022,1,33.0127884057143,0.395714285714286,0.115
"58","C7","Glechoma hederacea",2023,1,35.1604444414286,0.2425,0.69
"59","C7","Lamium purpureum",2023,1,38.1315923076923,0.2798529,0.8110245
"60","C7","Mentha aquatica",2022,1,29.3932,0.466666666666667,0.12
"61","C7","Mercurialis perennis",2022,1,25.6833333333333,0.244444444444444,5.82333333333333
"62","C7","Pulicaria dysenterica",2022,1,30.55,0.45,NA
"63","C7","Pulicaria dysenterica",2023,3,30.55,0.45,NA
"64","C7","Stachys palustris",2022,1,35.9991395533333,0.608333333333333,0.9725
"65","C7","Stachys palustris",2023,1,35.9991395533333,0.608333333333333,0.9725
"66","C7","Trachystemon orientale",2023,1,NA,NA,NA
"67","D10","Aesculus hippocastanum",2022,1,10.960002739726,23.8,13737.6212314286
"68","D10","Lamium galeobdolon",2022,1,NA,NA,NA
"69","D4","Lapsana communis",2022,1,44.9232892607143,0.507472571428571,0.826067142857143
